RY_External_ID__c,FirstName,LastName,Email,Account_Key
RY-CONT-00035186,Lindiwe,Botha,lindiwe.botha390@gmail.com,
RY-CONT-00070977,Thabo,Williams,thabo.williams159@telkomsa.net,RY-ACC-0001
RY-CONT-00074853,NOMSA,Van der Merwe,nomsa.vandermerwe198@gmail.com,
RY-CONT-00108362,Marlize  ,Dlamini,marlize.dlamini133@gmail.com,
RY-CONT-00202606,Ayanda,Radebe,ayanda.radebe421@gmail.com,RY-ACC-0004
RY-CONT-00199764,Pieter,Jacobs,pieter.jacobs209@gmail.com,
RY-CONT-00060405,Sarah,Zulu,sarah.zulu77@outlook.com,
RY-CONT-00060281,Mandla,Isaacs  ,mandla.isaacs82@icloud.com,RY-ACC-0007
RY-CONT-00008494,Ryan,Williams,,
RY-CONT-00173552,Ryan,Dlamini,ryan.dlamini272@gmail.com,
RY-CONT-00194464,Zodwa,Hendricks,zodwahendricks77@gmail.com,RY-ACC-0010
RY-CONT-00162853,Michael,Govender,michael.govender9811@hotmail.com,
RY-CONT-00040076,Tshepo,Venter,tshepo.venter61@gmail.com,
RY-CONT-00082521,Nokuthula,Khumalo,nokuthula_khumalo186@gmail.com,RY-ACC-0013
RY-CONT-00064267,Zaid,Du Plessis,zaid.duplessis84@mweb.co.za,
RY-CONT-00054723,Katlego,Coetzee,katlego.coetzee60@gmail.com,
RY-CONT-00051260,Chad,PRETORIUS,chadpretorius7@gmail.com,RY-ACC-0016
RY-CONT-00176417,Lwazi,Zulu,lwazi.zulu228@gmail.com,
RY-CONT-00029166,Sarah,Sithole,sarahsithole17@outlook.com,
RY-CONT-00096220,Lindiwe,Fortuin,lindiwe_fortuin4@mweb.co.za,RY-ACC-0019
RY-CONT-00130799,Lerato,Venter,lerato.venter174@gmail.com,
RY-CONT-00024849,Michael,Sithole,,
RY-CONT-00121571,Lerato,mokoena,leratomokoena213@webmail.co.za,RY-ACC-0022
RY-CONT-00162700,Ayanda,Mthembu,ayanda_mthembu62@gmail.com,
RY-CONT-00133858,Thabo,Moodley  ,thabo.moodley59@outlook.com,
RY-CONT-00127481,Kyle,Van Wyk,kyle.vanwyk72@gmail.com,RY-ACC-0025
RY-CONT-00083593,Mandla,Van Wyk,mandla.vanwyk131@gmail.com,
RY-CONT-00113250,Yusuf,Nkosi,yusuf.nkosi177@hotmail.com,
RY-CONT-00135736,Michael,Williams,michael.williams149@hotmail.com,RY-ACC-0003
RY-CONT-00091658,Thabo,Smith,thabo.smith172@gmail.com,
RY-CONT-00083695,Lindiwe,Fourie,lindiwefourie49@gmail.com,
RY-CONT-00167548,Bongani,Molefe,bongani.molefe403@gmail.com,RY-ACC-0006
RY-CONT-01135278,James,Van der Merwe,,
RY-CONT-00196567,Nomsa,Fourie,nomsa.fourie2141@outlook.com,
