RY_External_ID__c,FirstName,LastName,Company,Email,RY_Sample_Status__c
RY-LEAD-01388710,Nokuthula,Mokoena,[Individual Applicant],,Unqualified
RY-LEAD-01222915,Marlize,Mthembu,[Individual Applicant],marlize.mthembu158@outlook.co.za,Working - Contacted
RY-LEAD-01391031,Riaan,Nkosi  ,[Individual Applicant],riaan.nkosi335@gmail.com,Unqualified
RY-LEAD-01189854,Sarah,Govender,[Individual Applicant],sarah.govender156@gmail.com,Qualified
RY-LEAD-01387097,Nokuthula,Williams,[Individual Applicant],nokuthula.williams310@gmail.com,Open - Not Contacted
RY-LEAD-01219546,James,Molefe,[Individual Applicant],james.molefe179@gmail.co.za,Converted
RY-LEAD-01379835,Sipho,Nyathi,[Individual Applicant],sipho.nyathi404@hotmail.com,Qualified
RY-LEAD-01053976,Thandiwe,Van Wyk,[Individual Applicant],thandiwe.vanwyk228@webmail.co.za,Working - Contacted
RY-LEAD-01380035,Ryan,Hendricks,[Individual Applicant],,Open - Not Contacted
RY-LEAD-01267830,Zanele,Steyn,[Individual Applicant],zanele_steyn47@gmail.com,Converted
RY-LEAD-01135924,Fatima,Williams,[Individual Applicant],fatima.williams41@gmail.com,Open - Not Contacted
RY-LEAD-01188214,Sibusiso,Radebe,[Individual Applicant],sibusiso.radebe241@gmail.com,Open - Not Contacted
RY-LEAD-01221598,Nomsa,Nkosi,[Individual Applicant],nomsa.nkosi675@outlook.com,Nurture
RY-LEAD-01060078,Ayanda,Pillay,[Individual Applicant],ayanda.pillay300@yahoo.com,Open - Not Contacted
RY-LEAD-01161076,JAMES,Jansen,[Individual Applicant],jamesjansen58@yahoo.com,Qualified
RY-LEAD-01375857,Nomsa,Isaacs,[Individual Applicant],nomsa.isaacs294@hotmail.com,Working - Contacted
RY-LEAD-01274576,Refilwe,Nkosi,[Individual Applicant],refilwe.nkosi454@gmail.com,Working - Contacted
RY-LEAD-01060350,Busisiwe,Jansen,[Individual Applicant],busisiwe.jansen140@gmail.com,Working - Contacted
RY-LEAD-01391059,Mandla,Steyn,[Individual Applicant],mandla.steyn288@gmail.com,Unqualified
RY-LEAD-01135799,Sarah  ,Dlamini,[Individual Applicant],sarah.dlamini309@gmail.com,Nurture
RY-LEAD-01269420,Johan,Khumalo,[Individual Applicant],johan.khumalo369@mweb.co.za,Converted
RY-LEAD-01159608,Nomsa,Fortuin,[Individual Applicant],nomsa.fortuin846@gmail.com,Working - Contacted
RY-LEAD-01159891,Aisha,Mabaso,[Individual Applicant],aisha.mabaso107@vodamail.co.za,Unqualified
RY-LEAD-01216102,Michael,Radebe,[Individual Applicant],michael.radebe390@outlook.com,Unqualified
RY-LEAD-01263515,Andile,PETERSEN,[Individual Applicant],andile.petersen536@mweb.co.za,Open - Not Contacted
RY-LEAD-01368105,Ashwin,Mthembu,[Individual Applicant],ashwinmthembu64@gmail.com,Qualified
RY-LEAD-01083747,James,Khumalo,[Individual Applicant],james_khumalo30@outlook.com,Working - Contacted
RY-LEAD-01128726,Shireen,Fortuin,[Individual Applicant],shireenfortuin31@hotmail.com,Open - Not Contacted
RY-LEAD-01365638,Zanele,Dlamini,[Individual Applicant],zaneledlamini787@webmail.co.za,Qualified
RY-LEAD-01106397,Nomsa,Pillay,[Individual Applicant],nomsa.pillay360@gmail.com,Nurture
RY-LEAD-01364809,Sipho,Pretorius,[Individual Applicant],sipho.pretorius350@mweb.co.za,Qualified
RY-LEAD-01365647,Zaid,Botha,[Individual Applicant],zaid.botha433@gmail.com,Open - Not Contacted
RY-LEAD-01061163,Tarryn,Pretorius,[Individual Applicant],tarryn.pretorius89@gmail.com,Converted
RY-LEAD-01146407,Thandiwe,Venter,[Individual Applicant],thandiwe.venter195@gmail.com,Working - Contacted
RY-LEAD-01363799,Mandla,Pillay,[Individual Applicant],mandlapillay160@gmail.com,Open - Not Contacted
RY-LEAD-01184058,Yusuf,Sibiya,[Individual Applicant],yusuf_sibiya260@gmail.com,Qualified
RY-LEAD-01188206,Bongani,Van Wyk,[Individual Applicant],bongani.vanwyk338@gmail.com,Qualified
RY-LEAD-01061387,Dewald,Ndlovu,[Individual Applicant],dewaldndlovu67@gmail.com,Working - Contacted
RY-LEAD-01185174,Zodwa,Jacobs,[Individual Applicant],zodwa.jacobs160@gmail.com,Open - Not Contacted
RY-LEAD-01068721,Bongani,Sithole,[Individual Applicant],bongani.sithole411@gmail.com,Nurture
RY-LEAD-01259086,Priya,Van der Merwe,[Individual Applicant],priyavandermerwe70@hotmail.com,Qualified
RY-LEAD-01183004,Thandiwe,Mahlangu,[Individual Applicant],thandiwe.mahlangu601@gmail.com,Converted
RY-LEAD-01473670,Aisha,Mokoena,[Individual Applicant],aisha.mokoena996@gmail.com,Working - Contacted
RY-LEAD-01214902,Lerato,Williams,[Individual Applicant],lerato_williams57@gmail.com,Converted
RY-LEAD-01115463,Tariq,Radebe  ,[Individual Applicant],tariq.radebe67@gmail.com,Open - Not Contacted
RY-LEAD-01123862,Riaan,Coetzee,[Individual Applicant],riaan.coetzee108@gmail.com,Unqualified
RY-LEAD-01328828,Megan,Steyn,[Individual Applicant],megan.steyn133@yahoo.com,Nurture
RY-LEAD-01317149,Busisiwe,Govender,[Individual Applicant],busisiwe.govender235@gmail.com,Working - Contacted
RY-LEAD-00269898,Bongani,Mokoena,[Individual Applicant],bonganimokoena53@gmail.com,Working - Contacted
RY-LEAD-01061659,Andile,NEL,[Individual Applicant],andile.nel195@gmail.com,Qualified
RY-LEAD-00457785,Bongani,Nel,[Individual Applicant],bongani.nel127@gmail.com,Working - Contacted
RY-LEAD-01131508,Naledi,Venter,[Individual Applicant],naledi_venter34@vodamail.co.za,Nurture
RY-LEAD-00051053,Tshepo,Reddy,[Individual Applicant],tshepo.reddy899@gmail.com,Nurture
RY-LEAD-01474609,Pieter,Dlamini,[Individual Applicant],pieter.dlamini546@gmail.com,Qualified
RY-LEAD-01324908,Busisiwe,Nel,[Individual Applicant],busisiwenel102@hotmail.com,Open - Not Contacted
RY-LEAD-01313592,Nomsa,Sithole,[Individual Applicant],nomsasithole148@gmail.com,Qualified
RY-LEAD-00534881,Thabo,Nortje,[Individual Applicant],thabo.nortje119@mweb.co.za,Nurture
RY-LEAD-01101972,Fatima  ,Abrahams,[Individual Applicant],fatima.abrahams586@gmail.com,Converted
RY-LEAD-00512467,Nomsa,Pretorius,[Individual Applicant],nomsa.pretorius160@mweb.co.za,Nurture
RY-LEAD-01353016,Refilwe,Mahlangu,[Individual Applicant],refilwe.mahlangu427@yahoo.com,Open - Not Contacted
RY-LEAD-00440331,Palesa,Dlamini,[Individual Applicant],palesa.dlamini177@gmail.com,Converted
RY-LEAD-01101523,Nkosinathi,Mabaso,[Individual Applicant],nkosinathi.mabaso611@hotmail.com,Converted
RY-LEAD-01202734,Nomsa,Damons,[Individual Applicant],nomsadamons686@outlook.com,Converted
RY-LEAD-01470577,Ilse,Smith,[Individual Applicant],ilse.smith78@gmail.com,Converted
RY-LEAD-01158518,Ryan,Petersen,[Individual Applicant],ryan.petersen113@telkomsa.net,Qualified
RY-LEAD-01131298,Themba,Botha,[Individual Applicant],thembabotha104@icloud.com,Qualified
RY-LEAD-00560403,Naledi,Nel,[Individual Applicant],naledi.nel112@hotmail.com,Working - Contacted
RY-LEAD-01471083,Nokuthula,Van Wyk,[Individual Applicant],nokuthula.vanwyk701@icloud.com,Converted
RY-LEAD-00305447,Michael,Molefe,[Individual Applicant],michael.molefe62@outlook.com,Qualified
RY-LEAD-01066152,Mpho,Reddy,[Individual Applicant],mphoreddy116@gmail.com,Working - Contacted
RY-LEAD-01133405,PIETER,Moodley,[Individual Applicant],pieter.moodley848@gmail.com,Nurture
RY-LEAD-01238261,Yusuf,Mabaso,[Individual Applicant],yusufmabaso61@yahoo.com,Open - Not Contacted
RY-LEAD-00611607,Kagiso,ABRAHAMS,[Individual Applicant],kagiso.abrahams884@gmail.com,Converted
RY-LEAD-01056286,Sibusiso,Molefe,[Individual Applicant],sibusisomolefe124@gmail.com,Working - Contacted
RY-LEAD-00615788,Ayanda,Mokoena,[Individual Applicant],ayandamokoena136@outlook.com,Open - Not Contacted
RY-LEAD-01475679,Marlize,Mabaso,[Individual Applicant],marlize.mabaso916@outlook.com,Nurture
RY-LEAD-00159220,Zodwa,Nel  ,[Individual Applicant],zodwa.nel237@gmail.com,Open - Not Contacted
RY-LEAD-01050136,James,Khumalo,[Individual Applicant],james_khumalo860@gmail.com,Unqualified
RY-LEAD-01120648,Lwazi,Zulu,[Individual Applicant],lwazi_zulu37@hotmail.com,Open - Not Contacted
RY-LEAD-01088927,Nkosinathi,Pretorius,[Individual Applicant],nkosinathi.pretorius340@gmail.com,Nurture
RY-LEAD-00145464,Katlego,Radebe,[Individual Applicant],katlego.radebe24@gmail.com,Converted
RY-LEAD-01464783,Marlize,Maseko,[Individual Applicant],marlize.maseko301@hotmail.com,Nurture
RY-LEAD-00350057,Lerato,DAMONS,[Individual Applicant],lerato.damons75@yahoo.com,Nurture
RY-LEAD-01093743,Nomsa,Isaacs,[Individual Applicant],nomsa.isaacs229@outlook.com,Working - Contacted
RY-LEAD-00641483,michael,Du Plessis,[Individual Applicant],michael_duplessis12@gmail.com,Nurture
RY-LEAD-01465656,Rajesh,Pillay,[Individual Applicant],rajesh_pillay20@outlook.com,Working - Contacted
RY-LEAD-01051564,MICHAEL,Naidoo,[Individual Applicant],michaelnaidoo94@gmail.com,Open - Not Contacted
RY-LEAD-01159010,Johan,Damons,[Individual Applicant],johan.damons135@outlook.com,Converted
RY-LEAD-00413929,Johan,Mabaso,[Individual Applicant],johanmabaso809@outlook.com,Nurture
RY-LEAD-01109490,Palesa,Zulu,[Individual Applicant],palesa.zulu330@gmail.com,Open - Not Contacted
RY-LEAD-00393167,Lindiwe,Sithole,[Individual Applicant],lindiwe.sithole688@yahoo.com,Converted
RY-LEAD-01253654,Tarryn,Steyn,[Individual Applicant],tarryn.steyn85@gmail.com,Open - Not Contacted
RY-LEAD-00539895,Lindiwe,Du Plessis,[Individual Applicant],lindiwe.duplessis50@telkomsa.net,Nurture
RY-LEAD-01153816,Mpho,Coetzee,[Individual Applicant],mphocoetzee100@icloud.com,Nurture
RY-LEAD-01493488,Nkosinathi,Daniels,[Individual Applicant],nkosinathi_daniels348@gmail.co.za,Open - Not Contacted
RY-LEAD-01198466,Lerato,Van Wyk,[Individual Applicant],lerato.vanwyk429@vodamail.co.za,Qualified
RY-LEAD-00263330,Andile,Van Wyk,[Individual Applicant],andile.vanwyk916@outlook.com,Working - Contacted
RY-LEAD-01093948,Chad,Smith,[Individual Applicant],chad.smith77@gmail.co.za,Open - Not Contacted
RY-LEAD-00449231,Tshepo,Maseko,[Individual Applicant],tshepo.maseko37@gmail.com,Open - Not Contacted
RY-LEAD-01466773,Johan,Sibiya,[Individual Applicant],johan.sibiya255@gmail.com,Working - Contacted
RY-LEAD-00060387,Nkosinathi,Coetzee,[Individual Applicant],nkosinathi.coetzee7@mweb.co.za,Qualified
RY-LEAD-01497945,Zodwa,Govender,[Individual Applicant],zodwa_govender37@webmail.co.za,Open - Not Contacted
RY-LEAD-01497120,Bongani,Khumalo,[Individual Applicant],bongani.khumalo655@gmail.com,Open - Not Contacted
RY-LEAD-01143115,Sibusiso  ,Govender,[Individual Applicant],sibusiso_govender36@gmail.com,Open - Not Contacted
RY-LEAD-00503267,Marlize,Adams,[Individual Applicant],marlizeadams18@hotmail.com,Working - Contacted
RY-LEAD-01126081,Mpho,Naidoo,[Individual Applicant],,Nurture
RY-LEAD-00535984,Tshepo,Isaacs,[Individual Applicant],tshepo.isaacs104@gmail.com,Open - Not Contacted
RY-LEAD-01157455,chad,Nkosi,[Individual Applicant],chad.nkosi974@outlook.com,Nurture
RY-LEAD-00436419,Bongani,Smith,[Individual Applicant],bonganismith482@gmail.com,Nurture
RY-LEAD-01490617,Michael,Abrahams,[Individual Applicant],michael.abrahams721@gmail.com,Nurture
RY-LEAD-01064802,Themba,Fortuin,[Individual Applicant],,Open - Not Contacted
RY-LEAD-01490185,Naledi,Hendricks,[Individual Applicant],naledihendricks886@mweb.co.za,Qualified
RY-LEAD-00221048,Mandla,Nyathi,[Individual Applicant],,Working - Contacted
RY-LEAD-01131843,Anmarie,Reddy,[Individual Applicant],anmarie.reddy99@vodamail.co.za,Converted
RY-LEAD-00344150,Sipho,Ndlovu,[Individual Applicant],sipho.ndlovu805@outlook.com,Open - Not Contacted
RY-LEAD-01489215,Aisha,Sithole,[Individual Applicant],aisha.sithole179@webmail.co.za,Open - Not Contacted
RY-LEAD-00600762,Mpho,Van der Merwe,[Individual Applicant],mphovandermerwe89@gmail.co.za,Nurture
RY-LEAD-01255544,Nadia,VAN WYK  ,[Individual Applicant],nadiavanwyk70@icloud.com,Nurture
RY-LEAD-01159142,BONGANI,Nkosi,[Individual Applicant],bongani_nkosi89@telkomsa.net,Working - Contacted
RY-LEAD-01483233,Tariq,Nkosi,[Individual Applicant],tariq.nkosi187@gmail.com,Working - Contacted
RY-LEAD-00389421,Busisiwe,Smith,[Individual Applicant],busisiwe.smith60@outlook.com,Unqualified
RY-LEAD-01157057,Lerato,Ndlovu,[Individual Applicant],leratondlovu33@outlook.com,Unqualified
RY-LEAD-00425755,Lerato,Zulu,[Individual Applicant],lerato.zulu594@gmail.com,Nurture
RY-LEAD-01488079,Thabo,Dlamini,[Individual Applicant],thabo_dlamini142@gmail.com,Qualified
RY-LEAD-00109229,Thabo,Du Plessis,[Individual Applicant],thabo.duplessis32@yahoo.com,Open - Not Contacted
RY-LEAD-01065640,Ayanda,Coetzee,[Individual Applicant],ayandacoetzee108@gmail.com,Nurture
RY-LEAD-01141325,Nomsa,Venter,[Individual Applicant],nomsa.venter266@live.co.za,Converted
RY-LEAD-01316478,Thandiwe,Du Plessis,[Individual Applicant],thandiwe.duplessis298@hotmail.com,Open - Not Contacted
RY-LEAD-01174749,Mandla,Adams,[Individual Applicant],mandla_adams50@gmail.com,Open - Not Contacted
RY-LEAD-01153666,Emma,Naidoo,[Individual Applicant],emma.naidoo168@gmail.com,Working - Contacted
RY-LEAD-01316149,David,Sibiya,[Individual Applicant],david.sibiya191@gmail.com,Open - Not Contacted
RY-LEAD-01472909,Ayanda,Jacobs,[Individual Applicant],ayanda_jacobs65@mweb.co.za,Open - Not Contacted
RY-LEAD-00011437,Thandiwe,Jacobs,[Individual Applicant],thandiwe.jacobs2@gmail.com,Unqualified
RY-LEAD-01312288,SIBUSISO,Botha,[Individual Applicant],sibusiso.botha278@yahoo.com,Open - Not Contacted
RY-LEAD-01237354,Thandiwe,Damons,[Individual Applicant],,Converted
RY-LEAD-01314696,Themba,Jansen,[Individual Applicant],thembajansen80@gmail.com,Working - Contacted
RY-LEAD-00376456,Yusuf,Jacobs,[Individual Applicant],yusuf.jacobs37@gmail.co.za,Converted
RY-LEAD-01066203,Chantelle,Botha,[Individual Applicant],chantelle_botha59@vodamail.co.za,Nurture
RY-LEAD-00481078,Mandla,Du Plessis,[Individual Applicant],mandla.duplessis118@yahoo.com,Open - Not Contacted
RY-LEAD-01471284,Sipho,Maseko,[Individual Applicant],sipho.maseko490@gmail.com,Working - Contacted
RY-LEAD-00294911,Yusuf,Mthembu,[Individual Applicant],yusufmthembu22@yahoo.com,Open - Not Contacted
RY-LEAD-01462310,Sibusiso,Fourie,[Individual Applicant],sibusiso.fourie225@gmail.com,Unqualified
RY-LEAD-01141389,Katlego,Dlamini,[Individual Applicant],katlego.dlamini4341@outlook.com,Working - Contacted
RY-LEAD-01304990,Michael,Mabaso,[Individual Applicant],michael.mabaso185@webmail.co.za,Converted
RY-LEAD-00081745,Roche,Jacobs,[Individual Applicant],,Working - Contacted
RY-LEAD-01100184,Thabo  ,Steyn,[Individual Applicant],thabo.steyn297@icloud.com,Working - Contacted
RY-LEAD-00361534,Chantelle,Sithole,[Individual Applicant],chantelle.sithole54@outlook.com,Qualified
RY-LEAD-01459821,Nkosinathi,Williams,[Individual Applicant],nkosinathiwilliams100@gmail.com,Working - Contacted
RY-LEAD-00370218,Nadia,Sithole,[Individual Applicant],nadia.sithole61@gmail.com,Working - Contacted
RY-LEAD-00428039,Lwazi,Van Wyk,[Individual Applicant],lwazivanwyk34@hotmail.com,Converted
