Id,Salesforce_Link,FirstName,LastName,Company,Email,Status,RY_External_ID__c,RY_Sample_Status__c,CreatedDate
00QjX0000005tojUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005tojUAA/view,Nomsa,Mahlangu,[Individual Applicant],nomsa.mahlangu119@gmail.com,New,RY-LEAD-00364527,Open - Not Contacted,2026-09-09T12:52:26.000+0000
00QjX0000005uckUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005uckUAA/view,David,Moodley,[Individual Applicant],david.moodley37@gmail.co.za,New,RY-LEAD-00367972,Qualified,2026-09-09T12:42:02.000+0000
00QjX0000005umRUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005umRUAQ/view,Thabo,Mahlangu,[Individual Applicant],thabomahlangu65@outlook.com,New,RY-LEAD-00372240,Converted,2026-09-09T12:50:03.000+0000
00QjX0000005yRmUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005yRmUAI/view,Thandiwe,Ndlovu,[Individual Applicant],thandiwe.ndlovu134@gmail.com,New,RY-LEAD-00378385,Nurture,2026-09-09T12:42:28.000+0000
00QjX0000005sz8UAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005sz8UAA/view,Sipho,Khumalo,[Individual Applicant],sipho.khumalo188@gmail.com,New,RY-LEAD-00380305,Working - Contacted,2026-09-09T12:49:31.000+0000
00QjX0000005wTMUAY,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005wTMUAY/view,Nomsa,Williams,[Individual Applicant],,New,RY-LEAD-00380626,Open - Not Contacted,2026-09-09T12:48:01.000+0000
00QjX0000005vc2UAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005vc2UAA/view,Sibusiso,Abrahams,[Individual Applicant],sibusiso.abrahams464@gmail.com,New,RY-LEAD-00382829,Working - Contacted,2026-09-09T12:44:54.000+0000
00QjX0000005yGTUAY,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005yGTUAY/view,Ashwin,Nkosi,[Individual Applicant],ashwin.nkosi890@mweb.co.za,New,RY-LEAD-00385423,Nurture,2026-09-09T12:40:08.000+0000
00QjX0000005v2dUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005v2dUAA/view,Lerato,Petersen,[Individual Applicant],lerato.petersen454@mweb.co.za,New,RY-LEAD-00385598,Qualified,2026-09-09T12:45:33.000+0000
00QjX0000005sr3UAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005sr3UAA/view,Mpho,Nyathi,[Individual Applicant],mphonyathi51@gmail.com,New,RY-LEAD-00395901,Working - Contacted,2026-09-09T12:41:03.000+0000
00QjX0000005xFfUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xFfUAI/view,Sipho,Nkosi,[Individual Applicant],,New,RY-LEAD-00396013,Working - Contacted,2026-09-09T12:46:33.000+0000
00QjX0000005yWbUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005yWbUAI/view,Nokuthula,Du Plessis,[Individual Applicant],nokuthula.duplessis160@gmail.com,New,RY-LEAD-00396689,Open - Not Contacted,2026-09-09T12:43:08.000+0000
00QjX0000005v2bUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005v2bUAA/view,Marlize,Mahlangu,[Individual Applicant],marlizemahlangu427@gmail.com,New,RY-LEAD-00398938,Working - Contacted,2026-09-09T12:44:21.000+0000
00QjX0000005yQFUAY,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005yQFUAY/view,Thabo,Petersen,[Individual Applicant],,New,RY-LEAD-00407552,Open - Not Contacted,2026-09-09T12:48:53.000+0000
00QjX0000005v2aUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005v2aUAA/view,Megan,Zulu,[Individual Applicant],megan.zulu61@gmail.com,New,RY-LEAD-00407779,Open - Not Contacted,2026-09-09T12:43:04.000+0000
00QjX0000005uG7UAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005uG7UAI/view,Mpho,Petersen,[Individual Applicant],mphopetersen44@telkomsa.net,New,RY-LEAD-00408288,Converted,2026-09-09T12:48:09.000+0000
00QjX0000005v2cUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005v2cUAA/view,Andile,Mokoena,[Individual Applicant],andilemokoena74@gmail.com,New,RY-LEAD-00412801,Qualified,2026-09-09T12:45:14.000+0000
00QjX0000005vCEUAY,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005vCEUAY/view,andile,Williams,[Individual Applicant],andilewilliams31@gmail.com,New,RY-LEAD-00413745,Converted,2026-09-09T12:51:30.000+0000
00QjX0000005wbJUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005wbJUAQ/view,Lindiwe,Dlamini,[Individual Applicant],lindiwe.dlamini591@gmail.com,New,RY-LEAD-00414410,Nurture,2026-09-09T12:41:02.000+0000
00QjX0000005umUUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005umUUAQ/view,Chantelle,Fourie,[Individual Applicant],chantelle.fourie33@outlook.com,New,RY-LEAD-00419742,Nurture,2026-09-09T12:51:23.000+0000
00QjX0000005xKTUAY,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xKTUAY/view,Shireen,Zulu,[Individual Applicant],shireen_zulu7@hotmail.com,New,RY-LEAD-00424977,Working - Contacted,2026-09-09T12:43:37.000+0000
00QjX0000005vfDUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005vfDUAQ/view,Katlego,Nel,[Individual Applicant],,New,RY-LEAD-00428871,Nurture,2026-09-09T12:50:58.000+0000
00QjX0000005wgBUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005wgBUAQ/view,Megan,Jacobs,[Individual Applicant],megan.jacobs37@gmail.com,New,RY-LEAD-00429066,Unqualified,2026-09-09T12:51:51.000+0000
00QjX0000005wjLUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005wjLUAQ/view,Pieter,Jacobs,[Individual Applicant],pieter.jacobs62@gmail.com,New,RY-LEAD-00431700,Nurture,2026-09-09T12:43:13.000+0000
00QjX0000005t5eUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005t5eUAA/view,Emma,ZULU,[Individual Applicant],emma.zulu92@gmail.com,New,RY-LEAD-00441604,Open - Not Contacted,2026-09-09T12:51:10.000+0000
00QjX0000005xsJUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xsJUAQ/view,Kagiso,Daniels,[Individual Applicant],kagiso.daniels394@gmail.com,New,RY-LEAD-00442930,Open - Not Contacted,2026-09-09T12:42:57.000+0000
00QjX0000005vtmUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005vtmUAA/view,Refilwe,Dlamini,[Individual Applicant],refilwe.dlamini341@gmail.com,New,RY-LEAD-00443158,Qualified,2026-09-09T12:52:19.000+0000
00QjX0000005yZpUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005yZpUAI/view,Nokuthula,Reddy,[Individual Applicant],nokuthulareddy781@gmail.com,New,RY-LEAD-00449167,Open - Not Contacted,2026-09-09T12:44:19.000+0000
00QjX0000005vYoUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005vYoUAI/view,Katlego,Reddy,[Individual Applicant],katlego.reddy972@gmail.com,New,RY-LEAD-00449352,Working - Contacted,2026-09-09T12:46:54.000+0000
00QjX0000005v2YUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005v2YUAQ/view,Riaan,Moodley,[Individual Applicant],riaanmoodley17@yahoo.com,New,RY-LEAD-00453208,Converted,2026-09-09T12:40:31.000+0000
00QjX0000005umOUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005umOUAQ/view,Ayanda,Reddy,[Individual Applicant],,New,RY-LEAD-00458979,Open - Not Contacted,2026-09-09T12:42:46.000+0000
00QjX0000005yRqUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005yRqUAI/view,Kagiso,Sibiya,[Individual Applicant],kagiso.sibiya102@gmail.com,New,RY-LEAD-00475504,Working - Contacted,2026-09-09T12:46:02.000+0000
00QjX0000005wTPUAY,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005wTPUAY/view,Lindiwe,Hendricks,[Individual Applicant],lindiwe.hendricks833@mweb.co.za,New,RY-LEAD-00476382,Open - Not Contacted,2026-09-09T12:49:05.000+0000
00QjX0000005wUsUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005wUsUAI/view,Chad,Ndlovu,[Individual Applicant],chad.ndlovu66@gmail.com,New,RY-LEAD-00479856,Converted,2026-09-09T12:45:24.000+0000
00QjX0000005yJhUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005yJhUAI/view,Tarryn,Sibiya,[Individual Applicant],tarryn.sibiya34@gmail.com,New,RY-LEAD-00480227,Working - Contacted,2026-09-09T12:41:23.000+0000
00QjX0000005x2gUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005x2gUAA/view,Lindiwe,Damons,[Individual Applicant],lindiwe_damons555@gmail.com,New,RY-LEAD-00481451,Working - Contacted,2026-09-09T12:40:33.000+0000
00QjX0000005vXDUAY,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005vXDUAY/view,Sibusiso,Daniels,[Individual Applicant],sibusiso.daniels4731@icloud.com,New,RY-LEAD-00495467,Converted,2026-09-09T12:47:27.000+0000
00QjX0000005xU9UAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xU9UAI/view,Naledi,Sithole,[Individual Applicant],naledi.sithole159@gmail.com,New,RY-LEAD-00503871,Nurture,2026-09-09T12:45:37.000+0000
00QjX0000005viXUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005viXUAQ/view,Nomsa,Jansen,[Individual Applicant],nomsajansen142@webmail.co.za,New,RY-LEAD-00504448,Working - Contacted,2026-09-09T12:50:07.000+0000
00QjX0000005yUzUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005yUzUAI/view,Tariq,Smith,[Individual Applicant],tariq.smith29@gmail.com,New,RY-LEAD-00505721,Nurture,2026-09-09T12:42:31.000+0000
00QjX0000005xE3UAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xE3UAI/view,Lindiwe,Venter,[Individual Applicant],lindiwe.venter87@gmail.com,New,RY-LEAD-00508936,Working - Contacted,2026-09-09T12:44:38.000+0000
00QjX0000005yoMUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005yoMUAQ/view,nokuthula,Zulu,[Individual Applicant],nokuthula_zulu690@gmail.com,New,RY-LEAD-00509608,Qualified,2026-09-09T12:50:35.000+0000
00QjX0000005y8QUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005y8QUAQ/view,Lwazi,Abrahams,[Individual Applicant],lwazi_abrahams12@outlook.com,New,RY-LEAD-00510127,Open - Not Contacted,2026-09-09T12:40:04.000+0000
00QjX0000005x7dUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005x7dUAA/view,James,Zulu,[Individual Applicant],,New,RY-LEAD-00516638,Working - Contacted,2026-09-09T12:43:06.000+0000
00QjX0000005w57UAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005w57UAA/view,Zodwa,Van der Merwe,[Individual Applicant],zodwa.vandermerwe88@outlook.co.za,New,RY-LEAD-00520319,Working - Contacted,2026-09-09T12:40:13.000+0000
00QjX0000005vowUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005vowUAA/view,Yusuf,Dlamini,[Individual Applicant],yusuf_dlamini24@hotmail.com,New,RY-LEAD-00523245,Qualified,2026-09-09T12:47:31.000+0000
00QjX0000005vwyUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005vwyUAA/view,Themba,Nortje,[Individual Applicant],themba.nortje59@gmail.com,New,RY-LEAD-00527278,Nurture,2026-09-09T12:40:45.000+0000
00QjX0000005u83UAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005u83UAA/view,Marlize,Jansen,[Individual Applicant],marlize.jansen27@gmail.com,New,RY-LEAD-00530152,Working - Contacted,2026-09-09T12:43:28.000+0000
00QjX0000005vsBUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005vsBUAQ/view,Palesa,Mahlangu,[Individual Applicant],,New,RY-LEAD-00532460,Nurture,2026-09-09T12:41:07.000+0000
00QjX0000005vfCUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005vfCUAQ/view,Mandla,Coetzee,[Individual Applicant],mandla.coetzee79@gmail.com,New,RY-LEAD-00535778,Nurture,2026-09-09T12:47:24.000+0000
00QjX0000005wbKUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005wbKUAQ/view,Ayanda,Sithole,[Individual Applicant],ayanda.sithole788@live.co.za,New,RY-LEAD-00541901,Working - Contacted,2026-09-09T12:43:39.000+0000
00QjX0000005wczUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005wczUAA/view,Mandla,Molefe,[Individual Applicant],mandla.molefe623@gmail.com,New,RY-LEAD-00545355,Open - Not Contacted,2026-09-09T12:47:22.000+0000
00QjX0000005ucoUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005ucoUAA/view,Andile,Isaacs,[Individual Applicant],andileisaacs880@gmail.com,New,RY-LEAD-00546612,Nurture,2026-09-09T12:48:54.000+0000
00QjX0000005uEZUAY,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005uEZUAY/view,Daniel,Mabaso,[Individual Applicant],daniel.mabaso61@gmail.com,New,RY-LEAD-00546793,Nurture,2026-09-09T12:49:12.000+0000
00QjX0000005tFGUAY,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005tFGUAY/view,Busisiwe,Daniels,[Individual Applicant],busisiwe.daniels187@gmail.com,New,RY-LEAD-00554392,Nurture,2026-09-09T12:45:20.000+0000
00QjX0000005xE4UAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xE4UAI/view,Busisiwe,Khumalo,[Individual Applicant],busisiwekhumalo63@gmail.com,New,RY-LEAD-00555778,Converted,2026-09-09T12:45:11.000+0000
00QjX0000005vaOUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005vaOUAQ/view,Palesa,Abrahams,[Individual Applicant],palesa.abrahams491@gmail.com,New,RY-LEAD-00559165,Working - Contacted,2026-09-09T12:43:34.000+0000
00QjX0000005tTnUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005tTnUAI/view,KIRSTEN,September,[Individual Applicant],kirsten.september41@hotmail.com,New,RY-LEAD-00563733,Converted,2026-09-09T12:49:23.000+0000
00QjX0000005wHvUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005wHvUAI/view,Aisha,Fortuin,[Individual Applicant],aisha.fortuin38@outlook.com,New,RY-LEAD-00565906,Qualified,2026-09-09T12:44:50.000+0000
00QjX0000005xFcUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xFcUAI/view,Palesa,Naidoo,[Individual Applicant],palesa.naidoo151@telkomsa.net,New,RY-LEAD-00573138,Nurture,2026-09-09T12:41:41.000+0000
00QjX0000005wxxUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005wxxUAA/view,Thandiwe,Coetzee,[Individual Applicant],thandiwe.coetzee797@gmail.com,New,RY-LEAD-00576213,Working - Contacted,2026-09-09T12:51:07.000+0000
00QjX0000005wl2UAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005wl2UAA/view,Ayanda,Sibiya,[Individual Applicant],ayanda.sibiya147@gmail.com,New,RY-LEAD-00578369,Open - Not Contacted,2026-09-09T12:41:27.000+0000
00QjX0000005sFwUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005sFwUAI/view,Palesa,Molefe,[Individual Applicant],palesa.molefe56@gmail.com,New,RY-LEAD-00580007,Converted,2026-09-09T12:46:32.000+0000
00QjX0000005tryUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005tryUAA/view,Lindiwe,Jansen,[Individual Applicant],lindiwe.jansen14@gmail.com,New,RY-LEAD-00582535,Working - Contacted,2026-09-09T12:42:00.000+0000
00QjX0000005u82UAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005u82UAA/view,Tarryn,Maseko,[Individual Applicant],tarryn.maseko57@outlook.com,New,RY-LEAD-00582786,Open - Not Contacted,2026-09-09T12:43:23.000+0000
00QjX0000005wueUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005wueUAA/view,Busisiwe,nkosi,[Individual Applicant],busisiwenkosi89@webmail.co.za,New,RY-LEAD-00584201,Nurture,2026-09-09T12:44:42.000+0000
00QjX0000005voyUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005voyUAA/view,Rajesh,Damons,[Individual Applicant],rajesh.damons34@gmail.com,New,RY-LEAD-00591511,Working - Contacted,2026-09-09T12:48:25.000+0000
00QjX0000005wgAUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005wgAUAQ/view,Nomsa,Botha,[Individual Applicant],nomsa.botha190@hotmail.com,New,RY-LEAD-00592372,Open - Not Contacted,2026-09-09T12:51:13.000+0000
00QjX0000005xabUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xabUAA/view,Yusuf,Jansen,[Individual Applicant],yusuf.jansen54@mweb.co.za,New,RY-LEAD-00600184,Working - Contacted,2026-09-09T12:50:19.000+0000
00QjX0000005xoVUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xoVUAQ/view,Busisiwe,Steyn,[Individual Applicant],busisiwe.steyn303@hotmail.com,New,RY-LEAD-00602560,Converted,2026-09-09T12:52:04.000+0000
00QjX0000005tDcUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005tDcUAI/view,Bongani,Fourie,[Individual Applicant],bongani.fourie603@yahoo.com,New,RY-LEAD-00602807,Unqualified,2026-09-09T12:40:21.000+0000
00QjX0000005xFeUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xFeUAI/view,Themba,Naidoo,[Individual Applicant],themba.naidoo134@outlook.com,New,RY-LEAD-00602845,Unqualified,2026-09-09T12:46:26.000+0000
00QjX0000005wTLUAY,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005wTLUAY/view,Lerato,Coetzee,[Individual Applicant],lerato.coetzee161@gmail.com,New,RY-LEAD-00604021,Open - Not Contacted,2026-09-09T12:47:29.000+0000
00QjX0000005xyoUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xyoUAA/view,Zodwa,Nortje,[Individual Applicant],zodwa.nortje606@gmail.com,New,RY-LEAD-00614078,Working - Contacted,2026-09-09T12:50:44.000+0000
00QjX0000005yV1UAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005yV1UAI/view,Tshepo,Nkosi,[Individual Applicant],tsheponkosi103@gmail.com,New,RY-LEAD-00618738,Qualified,2026-09-09T12:47:06.000+0000
00QjX0000005yefUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005yefUAA/view,Dewald,maseko,[Individual Applicant],,New,RY-LEAD-00633586,Converted,2026-09-09T12:46:07.000+0000
00QjX0000005tToUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005tToUAI/view,James,Williams,[Individual Applicant],james.williams780@gmail.com,New,RY-LEAD-00633681,Working - Contacted,2026-09-09T12:50:09.000+0000
00QjX0000005yBeUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005yBeUAI/view,Zanele,Khumalo,[Individual Applicant],zanele.khumalo260@icloud.com,New,RY-LEAD-00634292,Open - Not Contacted,2026-09-09T12:43:10.000+0000
00QjX0000005y8RUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005y8RUAQ/view,Palesa,Jacobs,[Individual Applicant],palesa.jacobs140@gmail.com,New,RY-LEAD-00635517,Nurture,2026-09-09T12:43:02.000+0000
00QjX0000005yDHUAY,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005yDHUAY/view,Mpho,Isaacs,[Individual Applicant],mpho.isaacs122@gmail.com,New,RY-LEAD-00639113,Qualified,2026-09-09T12:44:04.000+0000
00QjX0000005vtlUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005vtlUAA/view,Michael,Mahlangu,[Individual Applicant],michael.mahlangu163@gmail.com,New,RY-LEAD-00642550,Nurture,2026-09-09T12:48:38.000+0000
00QjX0000005wxyUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005wxyUAA/view,Nokuthula,Venter,[Individual Applicant],nokuthulaventer413@yahoo.com,New,RY-LEAD-00647594,Qualified,2026-09-09T12:51:49.000+0000
00QjX0000005xtuUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xtuUAA/view,Mpho,Mokoena,[Individual Applicant],mpho.mokoena282@gmail.com,New,RY-LEAD-00654778,Nurture,2026-09-09T12:51:15.000+0000
00QjX0000005xxEUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xxEUAQ/view,Sipho,Ndlovu,[Individual Applicant],sipho_ndlovu50@gmail.com,New,RY-LEAD-00657340,Working - Contacted,2026-09-09T12:47:11.000+0000
00QjX0000005sFyUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005sFyUAI/view,Nomsa,Steyn,[Individual Applicant],nomsa_steyn30@yahoo.com,New,RY-LEAD-00661142,Nurture,2026-09-09T12:48:29.000+0000
00QjX0000005xsKUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xsKUAQ/view,Mandla,Ndlovu,[Individual Applicant],mandla.ndlovu246@hotmail.com,New,RY-LEAD-00663189,Open - Not Contacted,2026-09-09T12:44:15.000+0000
00QjX0000005xvWUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xvWUAQ/view,Ashwin,Botha,[Individual Applicant],ashwin.botha5551@gmail.com,New,RY-LEAD-00671569,Nurture,2026-09-09T12:43:32.000+0000
00QjX0000005yLOUAY,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005yLOUAY/view,Andile,Pillay,[Individual Applicant],andile.pillay123@gmail.com,New,RY-LEAD-00671658,Unqualified,2026-09-09T12:50:26.000+0000
00QjX0000005y6oUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005y6oUAA/view,Sipho,Nel,[Individual Applicant],sipho.nel184@gmail.com,New,RY-LEAD-00671732,Qualified,2026-09-09T12:46:24.000+0000
00QjX0000005y1zUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005y1zUAA/view,Lerato,Maseko,[Individual Applicant],leratomaseko789@gmail.com,New,RY-LEAD-00674850,Working - Contacted,2026-09-09T12:42:44.000+0000
00QjX0000005yWdUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005yWdUAI/view,Naledi,Daniels,[Individual Applicant],naledi.daniels483@gmail.com,New,RY-LEAD-00676401,Open - Not Contacted,2026-09-09T12:43:50.000+0000
00QjX0000005yWeUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005yWeUAI/view,Chantelle,Isaacs,[Individual Applicant],chantelle.isaacs804@gmail.com,New,RY-LEAD-00685626,Converted,2026-09-09T12:50:15.000+0000
00QjX0000005vk4UAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005vk4UAA/view,Nokuthula,Damons,[Individual Applicant],nokuthuladamons42@outlook.com,New,RY-LEAD-00687536,Qualified,2026-09-09T12:40:23.000+0000
00QjX0000005ygHUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005ygHUAQ/view,Elmarie,daniels,[Individual Applicant],elmarie.daniels40@hotmail.com,New,RY-LEAD-00693148,Qualified,2026-09-09T12:47:05.000+0000
00QjX0000005y5EUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005y5EUAQ/view,Nomsa,Petersen,[Individual Applicant],nomsa.petersen198@webmail.co.za,New,RY-LEAD-00695687,Working - Contacted,2026-09-09T12:42:58.000+0000
00QjX0000005u1bUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005u1bUAA/view,Riaan,Nyathi,[Individual Applicant],riaan.nyathi96@outlook.com,New,RY-LEAD-00695846,Nurture,2026-09-09T12:52:14.000+0000
00QjX0000005tboUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005tboUAA/view,Kagiso,Smith,[Individual Applicant],kagiso_smith14@gmail.com,New,RY-LEAD-00698600,Unqualified,2026-09-09T12:50:43.000+0000
00QjX0000005wxzUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005wxzUAA/view,Zodwa,Van Wyk,[Individual Applicant],,New,RY-LEAD-00698665,Converted,2026-09-09T12:52:12.000+0000
00QjX0000005uL1UAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005uL1UAI/view,Zanele,Nortje,[Individual Applicant],zanele.nortje109@hotmail.com,New,RY-LEAD-00703194,Qualified,2026-09-09T12:43:17.000+0000
00QjX0000005toiUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005toiUAA/view,Sarah,Nel,[Individual Applicant],,New,RY-LEAD-00712514,Working - Contacted,2026-09-09T12:48:20.000+0000
00QjX0000005t0hUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005t0hUAA/view,Marlize,Van Wyk,[Individual Applicant],marlize.vanwyk69@gmail.com,New,RY-LEAD-00717597,Open - Not Contacted,2026-09-09T12:41:53.000+0000
00QjX0000005xtxUAA,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xtxUAA/view,Katlego,Pretorius,[Individual Applicant],katlego.pretorius142@webmail.co.za,New,RY-LEAD-00727142,Working - Contacted,2026-09-09T12:52:20.000+0000
00QjX0000005xfPUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xfPUAQ/view,Mandla,Abrahams,[Individual Applicant],,New,RY-LEAD-00731767,Open - Not Contacted,2026-09-09T12:48:35.000+0000
00QjX0000005ybRUAQ,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005ybRUAQ/view,David,Ndlovu,[Individual Applicant],davidndlovu77@mweb.co.za,New,RY-LEAD-00735361,Converted,2026-09-09T12:45:27.000+0000
00QjX0000005xHDUAY,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005xHDUAY/view,Priya,Mthembu,[Individual Applicant],priya_mthembu21@hotmail.com,New,RY-LEAD-00737774,Unqualified,2026-09-09T12:39:25.000+0000
00QjX0000005sFvUAI,https://business-data-62022.lightning.force.com/lightning/r/Lead/00QjX0000005sFvUAI/view,Nkosinathi,Nyathi,[Individual Applicant],nkosinathinyathi606@hotmail.com,New,RY-LEAD-00739559,Nurture,2026-09-09T12:46:17.000+0000
